hybrid_rank,user_id,username,pp_rank,pp,elo_rank,elo_rating,elo_estimated,otr_rank,otr_rating,otr_estimated,tournaments_played,matches_played,plays,provisional,hybrid_score
297,10056419,PaintedKoala,1208,13811,,1933,yes,248,1877,,58,216,0,,2.4891922803745725
298,18351160,Stixe,234,17407,162,2132,,590,1642,,17,59,10,yes,2.4888981410269007
299,16436446,Lunasa,841,14556,,1951,yes,294,1845,,34,102,0,,2.4853296533987606
300,2155578,Azer,1287,13701,657,1988,,174,1968,,34,150,15,yes,2.481691597911234
301,18153252,z10a,261,17193,291,2066,,443,1718,,24,77,34,,2.478081689423019
302,3543130,Michni,1488,13404,653,1989,,219,1919,,60,254,2,yes,2.466293513439323
303,4209965,Bonk,220,17538,,2012,yes,415,1738,,1,4,0,,2.4654311857034164
304,5423872,ruirui,524,15584,1222,1918,,228,1909,,22,79,5,yes,2.461439908915637
305,6145000,Kehest,2841,12096,,1890,yes,190,1952,,68,296,0,,2.4608618970668417
306,5919819,Woofel,646,15133,,1963,yes,336,1810,,30,96,0,,2.4607141269493935
307,6571991,Arz3,976,14261,307,2060,,292,1845,,22,68,17,,2.4575486731109244
308,13228917,oslash,2523,12337,514,2013,,170,1972,,41,151,4,yes,2.4567298033135296
309,10792185,Rykaii,579,15362,592,2001,,278,1855,,48,160,10,yes,2.4546755239164164
310,24371637,Thornnn,93,19619,1395,1902,,435,1723,,2,5,2,yes,2.454372825647201
311,6744123,Burning John,1891,12944,205,2108,,315,1824,,79,276,38,,2.4464389537996953
312,8195473,cyo,461,15885,,1979,yes,374,1774,,15,69,0,,2.4447181627133086
313,20963631,Dumb-Andy,2183,12631,76,2207,,492,1694,,12,44,43,,2.4440971394775586
314,6646269,1v9,241,17357,95,2185,,3315,1260,,1,1,4,yes,2.4406600093627944
315,14388839,GabberSS,3275,11796,,1881,yes,178,1965,,28,135,0,,2.4387396453774124
316,9923423,RageMuffin,963,14296,664,1988,,261,1870,,31,113,2,yes,2.43795479024004
317,2787415,MrPotato,1949,12886,,1910,yes,231,1904,,42,160,0,,2.435000903188591
318,6671641,Tosen Jordan,1587,13277,,1920,yes,243,1881,,103,406,0,,2.4341347574270245
319,5472693,Agent5d,5387,10774,167,2129,,213,1927,,85,381,12,yes,2.431827705321022
320,10933605,haxor,47,21344,,2076,yes,1629,1387,,1,3,0,,2.426772973608189
321,10051720,Saryi,825,14605,922,1950,,298,1843,,79,344,1,yes,2.4241546375764287
322,11885405,xan_ly,61,20584,322,2056,,753,1569,,7,23,9,yes,2.4240869217648284
323,9513980,Tartis,540,15492,469,2021,,332,1814,,39,136,12,yes,2.421675407989233
324,8356568,femkitty,36,22141,1479,1895,,,1924,yes,0,0,6,yes,2.420413045965968
325,7081596,Bomilk,488,15764,644,1991,,348,1803,,26,93,3,yes,2.412878135291556
326,7010761,Kingling,915,14387,,1947,yes,316,1822,,65,273,0,,2.412735767558653
327,11141578,Emilbus,525,15581,161,2133,,529,1673,,54,191,12,yes,2.4112064499431387
328,1629553,choke enough,1041,14126,404,2034,,276,1856,,25,114,22,,2.4059079510208727
329,4309566,Drox,491,15746,245,2091,,464,1709,,4,15,25,,2.4029473969378334
330,8105138,nejzha,251,17303,,2007,yes,478,1700,,13,37,0,,2.4017647593437292
331,10270787,Mekeyo,451,15946,,1980,yes,395,1755,,15,52,0,,2.3963864977708735
332,14390731,G e n g a o z o,1519,13365,87,2193,,477,1701,,59,220,11,yes,2.3949082182227555
333,1355695,z980838928,1628,13234,,1919,yes,256,1872,,41,151,0,,2.3919743868414365
334,13065919,R1cho,165,18187,,2024,yes,548,1661,,33,93,0,,2.390461358465169
335,3995630,Rampax,729,14890,464,2022,,311,1826,,25,116,15,yes,2.3904303711896904
336,12760743,A N T O N I O,1952,12884,,1910,yes,239,1887,,53,197,0,,2.389615151667146
337,6479616,Mornis,1064,14092,650,1990,,251,1877,,34,142,5,yes,2.3887057031627954
338,6502403,Lilily,1090,14041,1710,1879,,183,1958,,22,100,4,yes,2.3847263288600677
339,7108275,i love manosaba,656,15102,495,2016,,345,1805,,43,194,6,yes,2.3758861380363534
340,4733185,KonKonKinakoN,1730,13127,569,2004,,224,1913,,44,187,10,yes,2.371594307211792
341,9072586,Andros,149,18400,660,1988,,461,1711,,26,93,11,,2.367904355593022
342,9508109,onetabby,857,14511,1510,1892,,164,1980,,31,126,12,yes,2.3634367558784213
343,7342622,Freddie Benson,95,19535,,2047,yes,705,1596,,10,31,0,,2.3631394761055544
344,6194820,laroxPL NoForm,3778,11499,,1873,yes,187,1955,,33,117,0,,2.359364844075654
345,4141918,Thundur,444,15978,,1981,yes,419,1735,,45,175,0,,2.359203734515332
346,9106690,-Petar,580,15359,618,1995,,277,1855,,6,21,20,,2.356735502683579
347,7787629,rafal,959,14301,,1945,yes,341,1807,,31,148,0,,2.3533017232178666
348,16900233,awesome sauce,110,19142,,2041,yes,723,1589,,4,10,0,,2.3530385877588853
349,1419095,Aricin,101,19399,,2045,yes,703,1598,,6,34,0,,2.3520030942493024
350,15556397,yodeston,364,16392,65,2225,,1697,1381,,8,16,49,,2.351690324539208
351,11626318,reused,29,23109,,2102,yes,1564,1394,,5,9,0,,2.3438435389660897
352,14573462,leancat,177,18050,361,2045,,620,1629,,2,5,1,yes,2.3429277539797217
353,641155,John ethken,1863,12980,166,2129,,392,1757,,16,57,18,yes,2.3416737735839743
354,11580377,aidinth,550,15459,1311,1909,,322,1819,,23,67,2,yes,2.3403758202848115
355,13214651,Cellinia,291,16956,482,2019,,485,1696,,27,96,1,yes,2.340123688649403
356,15195364,hollowknees,2382,12450,202,2110,,333,1813,,63,253,11,yes,2.3399620387451474
357,7818990,Cheyne,279,17008,120,2165,,1683,1383,,1,2,5,yes,2.337759088029884
358,11509631,Hagawobla,415,16100,,1984,yes,424,1731,,9,26,0,,2.336651720096739
359,13334336,xayoto,868,14488,481,2019,,329,1816,,35,128,9,yes,2.3358123296041278
360,17730661,OnlyHadley,24,23632,402,2035,,2375,1321,,2,6,4,yes,2.332358708213319
361,19887342,Hober38,516,15655,219,2102,,586,1644,,25,84,61,,2.330977820479859
362,22986777,shouponpon,1140,13944,154,2137,,471,1705,,9,35,12,yes,2.328117244205092
363,14806365,chests,2961,12019,170,2128,,328,1816,,56,228,9,yes,2.3262976627725274
364,1987591,Rosemi Lovelock,1568,13297,,1921,yes,301,1841,,80,357,0,,2.3259160510443473
365,1501956,Fuma,2459,12385,273,2074,,275,1857,,90,392,5,yes,2.320759138875109
366,11481765,RAFUNA,469,15857,242,2092,,581,1646,,1,5,22,,2.320626203387257
367,5144534,Dawnwing,1449,13460,393,2036,,303,1836,,46,186,19,yes,2.3171188904711544
368,17699028,socity,859,14509,189,2116,,,1565,yes,0,0,69,,2.3167080349357234
369,9505131,Dezku,643,15137,,1963,yes,391,1759,,21,75,0,,2.3162308979604433
370,3328742,Trail Mix,392,16236,,1986,yes,463,1710,,32,122,0,,2.3158670401676877
371,11921197,Shiox,2653,12240,,1894,yes,235,1896,,31,121,0,,2.313275043278203
372,13206785,Antaanar,1232,13783,,1933,yes,331,1816,,54,177,0,,2.313226187510434
373,6407282,helvetia,845,14548,220,2102,,503,1687,,43,132,38,,2.311398335294437
374,12309147,Mizeree,892,14436,98,2182,,735,1578,,25,86,27,,2.301922326432073
375,11380904,the gloomist,2498,12351,1887,1866,,210,1929,,45,184,1,yes,2.2989850899684985
376,4650315,idke,394,16231,,1986,yes,470,1705,,14,76,0,,2.29858367223342
377,7959222,majoreh,90,19638,598,2000,,663,1611,,43,178,7,yes,2.2935734839237534
378,14883110,KPOBYIIIKA,807,14652,211,2104,,,1573,yes,0,0,118,,2.2913385526340626
379,9074780,atlas,40,21797,,2083,yes,3246,1263,,1,3,0,,2.291238016600744
380,6114695,ciru,75,20041,748,1974,,761,1567,,12,31,1,yes,2.287844941103506
381,10917620,vana,1469,13431,526,2011,,297,1843,,68,237,6,yes,2.2858808934791064
382,5425046,Vespirit,1325,13641,429,2029,,327,1816,,103,400,10,yes,2.2844632925467505
383,8059468,savilju,1528,13353,252,2087,,388,1761,,42,145,15,yes,2.281323118376145
384,7587734,Failing,413,16128,355,2046,,497,1691,,9,42,12,yes,2.2813142958792976
385,14024115,zivxare,1051,14109,173,2126,,563,1655,,20,66,39,,2.2803499246456354
386,11351654,Epes,353,16460,330,2053,,,1666,yes,0,0,70,,2.277248024716241
387,18131614,polski1,333,16555,,1993,yes,509,1682,,104,379,0,,2.277223879063222
388,8696866,nicebroccoli,266,17111,362,2045,,,1698,yes,0,0,1,yes,2.276726150713607
389,10162611,cedru,223,17518,,2011,yes,588,1643,,16,58,0,,2.2733217367800425
390,12197743,kotkotyar,103,19389,869,1957,,547,1661,,20,55,10,yes,2.271357337951191
391,10676573,Birchman,3760,11506,815,1964,,182,1959,,64,261,3,yes,2.269842350698167
392,4215381,Seat Ibiza TDI,1944,12890,,1911,yes,257,1871,,8,28,0,,2.269107475239709
393,8780223,VtuberVoiceASMR,681,15037,,1961,yes,372,1774,,4,12,0,,2.2674984360812305
394,3145033,HUNDUR,402,16192,199,2112,,728,1585,,35,131,20,,2.2600966672229035
395,7587763,EVIL BALNER,1839,13006,229,2099,,405,1749,,93,309,16,yes,2.2578156227360724
396,7280590,-DEVN,121,18939,,2037,yes,1055,1478,,1,3,0,,2.2550193375553627
397,15478142,nrbi,2048,12784,93,2187,,802,1554,,1,6,117,,2.2519633105901304
398,12595640,Bajan Canadian,851,14536,,1950,yes,362,1781,,6,20,0,,2.2509615671598295
399,8702650,Isak-,552,15443,,1970,yes,440,1720,,18,70,0,,2.2468202460901057
400,21653406,hihihaha142,1692,13162,,1917,yes,320,1820,,53,195,0,,2.244501024615255
401,11786864,siiphs,1829,13014,280,2071,,369,1776,,63,232,15,yes,2.241583120329362
402,17841979,NoWifi,1798,13047,125,2157,,512,1681,,7,34,12,yes,2.2406798473452763
403,4797389,Abraham,1824,13019,499,2015,,290,1847,,22,101,9,yes,2.2401782072684546
404,9508600,wukioh,664,15073,89,2189,,972,1501,,42,136,31,,2.2343663781748715
405,4064661,whiteceiling,483,15792,,1977,yes,428,1729,,2,7,0,,2.233292859657451
406,12995368,bing bong,2216,12599,136,2145,,513,1681,,32,103,30,,2.2291957173591794
407,11207004,tfge,2177,12637,,1904,yes,300,1841,,43,200,0,,2.2289823116937644
408,4519494,Spinesnight,2123,12694,,1906,yes,304,1836,,106,450,0,,2.2283304450009873
409,12211248,Hana buys milk,704,14970,,1960,yes,426,1730,,47,162,0,,2.2266868546218124
410,4175698,sytho,7,27961,,2165,yes,3797,1239,,7,18,0,,2.222722759563203
411,2003326,emilia,2525,12337,,1896,yes,270,1867,,14,57,0,,2.222368228881855
412,5477343,kurtis-,424,16062,1044,1936,,431,1724,,54,210,2,yes,2.2197576370905225
413,16940378,Jitterish,1127,13973,436,2028,,363,1780,,15,57,16,yes,2.219653624557788
414,7630971,VROUM CV VITE,2834,12101,,1890,yes,264,1869,,31,109,0,,2.2160887475870714
415,18922516,Gaspi,497,15716,1666,1882,,420,1735,,34,101,1,yes,2.2122987570454864
416,4981809,alimentaire,908,14396,509,2013,,382,1766,,60,207,15,,2.2087841720422148
417,11749569,Grippeh,2050,12784,58,2231,,953,1506,,65,218,101,,2.2066636399598574
418,4687701,Dropinx,570,15387,,1969,yes,460,1711,,12,35,0,,2.206446772932468
419,8208289,conradmittn,8479,9938,501,2015,,150,2000,,51,219,7,,2.2041670165581912
420,8181420,big snag,400,16199,,1986,yes,532,1671,,12,43,0,,2.2015797229099014
421,22080319,trigon,1653,13213,180,2122,,490,1694,,10,36,12,yes,2.1975188561910866
422,9501251,ChillierPear,948,14314,366,2043,,437,1722,,70,280,17,,2.188737929269795
423,7940696,pundice,437,16025,235,2097,,711,1594,,52,141,9,yes,2.1873209284416286
424,9704802,zekk,326,16616,426,2029,,,1675,yes,0,0,15,,2.18677393102545
425,12686213,Reimu Hakurei,253,17279,409,2033,,725,1587,,3,7,23,,2.1846141840714317
426,16538717,Daitaku Helios,1877,12961,,1912,yes,340,1807,,73,252,0,,2.1816262298928337
427,6668666,Cappy,398,16205,338,2050,,633,1622,,31,127,38,,2.1793378638821723
428,6093148,Shinkiro,3526,11640,,1877,yes,252,1876,,65,237,0,,2.1783416158715294
429,8508931,stellasu,3316,11770,,1881,yes,269,1867,,72,294,0,,2.1777812885024974
430,12790479,shadow modico,1887,12948,,1912,yes,338,1808,,36,135,0,,2.175429332418938
431,23280447,hosesan1020,846,14547,304,2061,,450,1714,,4,17,5,yes,2.1753224816504453
432,6619303,Cracento,318,16684,452,2025,,598,1639,,11,40,4,yes,2.174996449011668
433,3068044,Dumii,1003,14206,587,2001,,371,1774,,63,290,25,,2.1746102533194174
434,7525949,shimon,45,21510,,2079,yes,1317,1428,,4,16,0,,2.1744849179602346
435,5455713,SrChispa,481,15800,757,1972,,414,1739,,5,15,5,yes,2.1707925939678017
436,10626955,hidden on osu,1591,13273,314,2058,,400,1750,,43,157,10,yes,2.1707223958088626
437,17104779,Barbone,99,19428,165,2130,,1684,1382,,8,29,12,yes,2.1704164352606385
438,7351448,fedotoff,221,17537,,2012,yes,673,1605,,76,243,0,,2.166861269169494
439,12118967,Zentoro,282,16986,197,2113,,886,1527,,8,24,6,yes,2.165482684356168
440,9820792,nightlywind,1702,13154,1504,1893,,309,1828,,33,133,1,yes,2.1604868268482695
441,17031854,Homura--,2335,12499,,1900,yes,314,1825,,47,149,0,,2.1592842477561827
442,10852203,yencis,1408,13520,,1926,yes,364,1779,,16,59,0,,2.157551705888742
443,7810180,calangi,3535,11634,609,1997,,234,1897,,72,269,15,,2.155972356147741
444,16270893,kyojaku,120,18952,100,2180,,3583,1247,,3,6,5,yes,2.1542774136223777
445,5527745,Abyssal,216,17564,438,2028,,731,1583,,7,26,12,yes,2.1527483655480264
446,10111132,capybaras,956,14306,111,2171,,706,1596,,17,70,6,yes,2.1522337224675874
447,18371932,-aico,485,15782,372,2042,,565,1653,,4,13,6,yes,2.151124497558152
448,14249222,Ethan2222,237,17376,164,2130,,1959,1355,,2,7,16,,2.1504485809691696
449,20469191,tzuyang,1057,14105,,1940,yes,393,1757,,4,26,0,,2.1473784650413767
450,10748631,Tommy315,803,14663,496,2016,,421,1733,,6,21,2,yes,2.146914229408795
451,2312106,GSBlank,1922,12911,420,2031,,361,1782,,118,487,9,yes,2.143212914820589
452,8445602,Suzuha,1512,13374,244,2091,,530,1672,,138,556,27,,2.140520735187617
453,15346564,Bairechuu,709,14948,257,2084,,600,1637,,29,86,7,yes,2.1400814559996797
454,4253615,zubs,1048,14112,647,1990,,380,1768,,52,225,10,yes,2.1383994812524465
455,10665363,JGLF,1509,13378,,1923,yes,373,1774,,26,105,0,,2.1364858081355673
456,4458239,ampy,618,15216,327,2055,,544,1664,,45,156,3,yes,2.1352302161793077
457,13735210,TheKusoAimer,182,17990,477,2020,,1029,1484,,1,3,2,yes,2.133563686531077
458,9322480,distantmemory,1320,13647,439,2028,,409,1745,,62,225,10,yes,2.131076522894846
459,12130906,[ Master ],64,20455,,2062,yes,1712,1379,,2,6,0,,2.1289097048314023
460,10759664,xtremeities,6669,10377,,1839,yes,205,1932,,59,233,0,,2.1275171039208596
461,5791401,lolol234,2026,12804,,1908,yes,354,1794,,76,300,0,,2.126505271372322
462,32487032,gxsty,814,14634,281,2070,,,1572,yes,0,0,40,,2.122678487887957
463,2472609,Imokora,4762,11035,375,2041,,265,1869,,41,164,7,yes,2.120738478255037
464,15086625,Antolions,3145,11884,194,2114,,408,1745,,49,166,8,yes,2.120411370675712
465,11405263,Fametime,315,16721,,1996,yes,647,1618,,14,49,0,,2.119873914305787
466,6667041,Dafonz,1126,13975,,1937,yes,417,1737,,27,130,0,,2.1181072713611253
467,11388931,sniperelite,696,14997,,1960,yes,466,1707,,2,15,0,,2.1179828663208693
468,7774197,Endura,985,14238,,1943,yes,436,1722,,90,306,0,,2.1174198125883286
469,7611178,coughing baby,541,15489,,1971,yes,538,1670,,25,58,0,,2.117221745235967
470,2035254,Kalanluu,4349,11211,,1865,yes,241,1883,,28,120,0,,2.116175473621258
471,1558603,MouseEasy,910,14395,,1947,yes,445,1718,,25,98,0,,2.1161050530052745
472,10380158,jabahh,242,17355,,2008,yes,1383,1418,,1,1,0,,2.114828213478299
473,4170932,Red_Pixel,554,15437,515,2013,,533,1671,,26,121,3,yes,2.1122737727117857
474,114017,KRZY,3721,11529,,1874,yes,281,1854,,115,485,0,,2.1061286274677604
475,16756305,judah1224,346,16492,565,2005,,,1668,yes,0,0,2,yes,2.103415566408524
476,2757689,Toy,1498,13390,,1923,yes,381,1767,,11,55,0,,2.1032653477109293
477,8529128,Victoor,619,15215,146,2140,,1150,1460,,12,35,125,,2.10325706654727
478,4882979,Dereban,123,18876,,2036,yes,982,1499,,4,13,0,,2.0987998192648956
479,12959983,antonyw,6976,10296,363,2044,,242,1883,,63,301,35,,2.096828010613641
480,14592820,Daf0nz,2356,12473,,1900,yes,349,1802,,46,192,0,,2.094809096611211
481,4389490,Alice Carroll,952,14309,,1945,yes,459,1711,,58,195,0,,2.094215880484
482,11644972,nemq,2771,12149,160,2134,,558,1658,,48,182,22,,2.093630022029915
483,16616677,CyberOni,244,17344,302,2063,,952,1507,,15,49,35,,2.0932661707332945
484,3043603,kablaze,1001,14214,223,2101,,709,1594,,40,188,26,,2.0908032865572705
485,3641404,uyghti,756,14821,276,2072,,665,1610,,15,69,19,yes,2.0899330545373287
486,8991722,Natori Sana,3544,11630,788,1968,,266,1868,,87,370,3,yes,2.0839786759456405
487,7341471,Seiong,299,16856,441,2027,,758,1568,,6,16,29,,2.0824007727765945
488,4346274,Vitya1437,3489,11660,568,2004,,287,1848,,66,271,14,yes,2.0786991106857213
489,22461441,3BDOOO,9679,9675,,1816,yes,177,1966,,40,134,0,,2.0784906437545834
490,16329318,Furudo Erika,1777,13073,153,2137,,744,1574,,11,32,46,,2.076937586718571
491,7540631,virtuoso,425,16060,,1983,yes,614,1633,,2,10,0,,2.075378892420672
492,7918057,Shyot73,58,20655,,2066,yes,2131,1340,,2,6,0,,2.074045183861392
493,7068158,JapWhite,150,18384,,2027,yes,876,1531,,10,35,0,,2.0734817058360475
494,6399568,YokesPai,4919,10970,,1858,yes,254,1874,,102,457,0,,2.072222621909465
495,11684952,VineOpoly,1020,14175,461,2023,,476,1702,,38,152,3,yes,2.0690028732143446
496,13510304,ohtsuki,286,16967,1419,1900,,,1690,yes,0,0,1,yes,2.06501528030237
497,8925266,Haadez,812,14643,,1952,yes,506,1686,,49,192,0,,2.0649785784709414
498,10916561,suurii,85,19750,,2051,yes,1834,1367,,3,5,0,,2.0647129405201428
499,13618032,815,189,17880,,2018,yes,999,1492,,1,5,0,,2.062253058329696
500,6360447,jop,196,17776,753,1973,,1889,1361,,1,1,2,yes,2.060582324903325
501,12882466,Artsy,1483,13411,176,2124,,836,1539,,1,2,18,,2.0605316672932683
502,2562987,azr8,336,16546,79,2205,,3813,1238,,2,9,14,yes,2.059195456294301
503,14165027,viet soin tech,924,14370,866,1958,,462,1711,,40,127,1,yes,2.0575700458151873
504,10858131,Zigarette,1662,13202,519,2012,,399,1751,,27,95,17,yes,2.056034321980937
505,12204079,Blah,84,19766,198,2113,,3184,1266,,3,5,2,yes,2.0558052458353084
506,6142837,NoSin,233,17411,,2009,yes,805,1551,,3,13,0,,2.054402796025869
507,12378737,Ryugia,356,16440,289,2067,,756,1568,,21,76,3,yes,2.0527762708552997
508,27758743,Remirakk,368,16377,,1989,yes,683,1604,,3,14,0,,2.0493397747456568
509,1460263,Pain,742,14865,,1957,yes,535,1671,,39,152,0,,2.0492801198053674
510,39828,WubWoofWolf,1782,13068,,1915,yes,398,1753,,35,156,0,,2.0416478411864785
511,7205256,TheNexusGamer,1103,14021,443,2027,,500,1689,,10,38,15,yes,2.0401495917060934
512,9650310,Asckar,185,17952,262,2082,,1533,1399,,9,19,29,,2.0391905561289865
513,7724148,John Aim,175,18068,1018,1938,,697,1600,,3,8,7,yes,2.037928687693707
514,10343292,mint breeze,1579,13287,2185,1848,,247,1880,,87,361,6,yes,2.0376929687055005
515,12040280,Xyloz,795,14688,,1953,yes,522,1676,,20,67,0,,2.0354638378154353
516,14494717,BlueChinchompa,1655,13212,193,2114,,627,1627,,7,24,10,yes,2.033502456600125
517,11469447,arbusion,1203,13830,,1934,yes,457,1712,,56,196,0,,2.0334712683816245
518,1371974,Teppi,4924,10969,,1858,yes,260,1870,,23,93,0,,2.0329578522088743
519,27243450,playthroughpain,1130,13964,,1937,yes,451,1714,,10,37,0,,2.031328260850886
520,11706972,maTT4132,7380,10205,222,2101,,368,1778,,73,246,27,,2.030570421525589
521,10656864,Nessy,2262,12567,,1902,yes,370,1775,,39,128,0,,2.030396487533464
522,7790974,Ryzeren,593,15319,376,2041,,629,1624,,9,19,3,yes,2.0292601832447335
523,13062430,marcel7,487,15769,801,1965,,542,1665,,6,27,5,yes,2.02831684072846
524,8075782,ratcho,79,19852,488,2017,,1417,1414,,5,14,9,yes,2.0277869880125494
525,12522447,1ncert,3157,11875,,1884,yes,343,1806,,96,348,0,,2.025014555979689
526,11021073,baoo,1248,13762,1990,1859,,358,1785,,25,99,2,yes,2.0249398892694006
527,12270069,CpxG,1965,12872,196,2113,,552,1659,,47,167,6,yes,2.0224589503981774
528,11918602,mabayu,2106,12708,852,1959,,347,1804,,70,249,6,yes,2.0210278109246245
529,139670,Vendemmia,1755,13093,,1916,yes,407,1747,,25,89,0,,2.0197670504705316
530,10188022,-Hirata,162,18196,263,2082,,1108,1468,,9,24,2,yes,2.014481185391951
531,18014081,meridian,435,16039,574,2003,,,1642,yes,0,0,41,,2.0130948448233035
532,10652837,Rammu,1056,14106,,1940,yes,494,1693,,26,111,0,,2.01298692645015
533,14447878,Lujeol,2261,12567,,1902,yes,383,1766,,62,262,0,,2.0127519140588754
534,1334384,T A K A O,145,18486,274,2073,,1628,1388,,2,10,5,yes,2.0113032481560165
535,22396092,Jerma985,686,15021,241,2093,,762,1567,,12,49,6,yes,2.010106653581404
536,30751112,bibero,70,20290,1636,1883,,,1849,yes,0,0,19,,2.0070506809310946
537,15843402,blobnom,313,16727,779,1969,,,1680,yes,0,0,6,yes,2.0067006670589196
538,23303515,Dugyy,1838,13006,,1914,yes,404,1750,,13,55,0,,2.003740768342167
539,9818947,Zpinxx,870,14483,,1949,yes,528,1674,,16,61,0,,2.003701519426084
540,11245184,-Atour-,3972,11402,,1870,yes,313,1825,,35,133,0,,1.990263695027099
541,12637617,sylriu,157,18306,,2026,yes,1919,1359,,1,3,0,,1.9846709141839975
542,5413624,Hibiki,2309,12523,778,1969,,353,1795,,90,358,12,yes,1.9838927249753717
543,13266755,Xiel,342,16507,,1992,yes,935,1511,,1,2,0,,1.9827884075995539
544,10196805,angelkanna,514,15659,637,1992,,634,1622,,34,133,9,yes,1.9819377696483544
545,4856562,minus,1303,13671,141,2143,,874,1531,,26,104,13,yes,1.981871744896062
546,15475797,FUNKYKONG,1200,13831,577,2003,,493,1693,,32,94,13,yes,1.9808222658742856
547,9203793,xep,427,16057,636,1992,,,1644,yes,0,0,10,yes,1.97856952200264
548,6524092,VoProSSoFF,137,18581,,2031,yes,1122,1464,,5,14,0,,1.9779950222665037
549,7078544,lychee boba,2489,12361,747,1974,,359,1785,,104,385,5,yes,1.9769882287596765
550,12904237,stupid dog,1867,12976,493,2016,,454,1713,,123,422,13,yes,1.975910780677935
551,5575135,jan glin,635,15159,107,2172,,2055,1346,,7,24,35,,1.975555127300058
552,13068741,LyeRR,641,15143,432,2028,,719,1591,,31,95,42,,1.9752990495544998
553,3215487,Yellow-,1324,13643,,1929,yes,447,1715,,6,26,0,,1.975081963183479
554,4916057,Stoof,472,15849,,1978,yes,692,1601,,27,106,0,,1.9749348829962323
555,11307733,nemroz,301,16852,175,2126,,1164,1458,,14,44,4,yes,1.9744648373441032
556,16512684,towny1,509,15668,506,2014,,714,1593,,11,40,10,yes,1.9730468288930592
557,10504596,temka na,1158,13919,123,2161,,1223,1445,,62,236,53,,1.9729407872890885
558,18604347,Chamqp,130,18724,358,2045,,1677,1384,,6,12,9,yes,1.9722452169161293
559,15247939,fisskill,1300,13680,,1930,yes,475,1703,,17,52,0,,1.971537180341683
